tau,x,y,theta,v,omega,v2_plus_omega2
6.392785571142284295e-01,5.703173680674223922e-01,5.695900020964126398e-01,7.258610821634859933e-01,1.207146133347229311e+00,-7.367484053222194129e-01,2.000000000000000000e+00
6.412825651302604957e-01,5.732691849729304456e-01,5.722033302983972058e-01,7.234328831612261146e-01,1.201117391205244189e+00,-7.465366786329448168e-01,2.000000000000000444e+00
6.432865731462925618e-01,5.762124629566971468e-01,5.747962943618993847e-01,7.209726984941404737e-01,1.195002012354981380e+00,-7.562871084895899099e-01,1.999999999999999778e+00
6.452905811623246279e-01,5.791469890938281129e-01,5.773686711283936290e-01,7.184806532628924547e-01,1.188800062506595534e+00,-7.659989630438900354e-01,2.000000000000000000e+00
6.472945891783566941e-01,5.820725471852321586e-01,5.799202406674379695e-01,7.159568749745877092e-01,1.182511614171539716e+00,-7.756715041494178786e-01,2.000000000000000888e+00
6.492985971943887602e-01,5.849889177563591947e-01,5.824507863475330005e-01,7.134014935633137267e-01,1.176136746877859851e+00,-7.853039874109677410e-01,2.000000000000000444e+00
6.513026052104208263e-01,5.878958780579458532e-01,5.849600949074735823e-01,7.108146414105086519e-01,1.169675547385951031e+00,-7.948956622396277094e-01,2.000000000000000444e+00
6.533066132264528925e-01,5.907932020688007047e-01,5.874479565281582882e-01,7.081964533651408100e-01,1.163128109904626672e+00,-8.044457719136146601e-01,2.000000000000000888e+00
6.553106212424849586e-01,5.936806605006578197e-01,5.899141649048235125e-01,7.055470667636787319e-01,1.156494536307369980e+00,-8.139535536449249431e-01,2.000000000000000444e+00
6.573146292585170247e-01,5.965580208051284306e-01,5.923585173196654896e-01,7.028666214498339171e-01,1.149774936348628707e+00,-8.234182386518450469e-01,2.000000000000000000e+00
6.593186372745490909e-01,5.994250471827791138e-01,5.947808147148134772e-01,7.001552597940563505e-01,1.142969427880004885e+00,-8.328390522373783078e-01,2.000000000000000444e+00
6.613226452905811570e-01,6.022815005943645827e-01,5.971808617656135798e-01,6.974131267127633427e-01,1.136078137066201865e+00,-8.422152138736205274e-01,2.000000000000000000e+00
6.633266533066132231e-01,6.051271387742414021e-01,5.995584669541846878e-01,6.946403696872827105e-01,1.129101198600567679e+00,-8.515459372921471148e-01,2.000000000000000000e+00
6.653306613226452892e-01,6.079617162459893809e-01,6.019134426432027896e-01,6.918371387824897578e-01,1.122038755920100161e+00,-8.608304305804217460e-01,2.000000000000000444e+00
6.673346693386772444e-01,6.107849843402659573e-01,6.042456051498708014e-01,6.890035866651187391e-01,1.114890961419743753e+00,-8.700678962842839370e-01,2.000000000000000000e+00
6.693386773547093105e-01,6.135966912149177777e-01,6.065547748200297296e-01,6.861398686217285992e-01,1.107657976665827659e+00,-8.792575315165432892e-01,2.000000000000000000e+00
6.713426853707413766e-01,6.163965818773712302e-01,6.088407761023627573e-01,6.832461425763040053e-01,1.100339972608490813e+00,-8.883985280716903965e-01,2.000000000000000444e+00
6.733466933867734427e-01,6.191843982093271359e-01,6.111034376226467391e-01,6.803225691074696879e-01,1.092937129792921569e+00,-8.974900725467724882e-01,2.000000000000000444e+00
6.753507014028055089e-01,6.219598789937776928e-01,6.133425922579999190e-01,6.773693114652991065e-01,1.085449638569256026e+00,-9.065313464684339184e-01,2.000000000000000000e+00
6.773547094188375750e-01,6.247227599443674340e-01,6.155580772110765819e-01,6.743865355876977885e-01,1.077877699300962444e+00,-9.155215264261481467e-01,2.000000000000000000e+00
6.793587174348696411e-01,6.274727737371151859e-01,6.177497340841554552e-01,6.713744101163392486e-01,1.070221522571550565e+00,-9.244597842116401010e-01,2.000000000000000000e+00
6.813627254509017073e-01,6.302096500445161231e-01,6.199174089530693488e-01,6.683331064121352805e-01,1.062481329389422191e+00,-9.333452869645223471e-01,2.000000000000000444e+00
6.833667334669337734e-01,6.329331155720381297e-01,6.220609524409206337e-01,6.652627985702185276e-01,1.054657351390702935e+00,-9.421771973241271914e-01,2.000000000000000000e+00
6.853707414829658395e-01,6.356428940970281216e-01,6.241802197915269357e-01,6.621636634344181260e-01,1.046749831039872847e+00,-9.509546735875468171e-01,2.000000000000000000e+00
6.873747494989979057e-01,6.383387065100404323e-01,6.262750709425399798e-01,6.590358806112076584e-01,1.038759021828018048e+00,-9.596768698738652459e-01,2.000000000000000444e+00
6.893787575150299718e-01,6.410202708585994724e-01,6.283453705981784099e-01,6.558796324831054347e-01,1.030685188468534186e+00,-9.683429362945663588e-01,2.000000000000000444e+00
6.913827655310620379e-01,6.436873023934062132e-01,6.303909883015151872e-01,6.526951042215064502e-01,1.022528607090085417e+00,-9.769520191301157563e-01,2.000000000000000444e+00
6.933867735470941041e-01,6.463395136169964861e-01,6.324117985062595038e-01,6.494824837989267019e-01,1.014289565426653050e+00,-9.855032610126726045e-01,2.000000000000000444e+00
6.953907815631261702e-01,6.489766143348577598e-01,6.344076806479701514e-01,6.462419620006384369e-01,1.005968363004486887e+00,-9.939958011149107042e-01,2.000000000000000000e+00
6.973947895791582363e-01,6.515983117090096144e-01,6.363785192146376168e-01,6.429737324356781247e-01,9.975653113257654248e-01,-1.002428775344926359e+00,2.000000000000000000e+00
6.993987975951903024e-01,6.542043103140495752e-01,6.383242038165722887e-01,6.396779915472059486e-01,9.890807340487985932e-01,-1.010801316547168982e+00,2.000000000000000444e+00
7.014028056112223686e-01,6.567943121956667518e-01,6.402446292555313834e-01,6.363549386221974968e-01,9.805149671645707610e-01,-1.019112554709371121e+00,2.000000000000000000e+00
7.034068136272544347e-01,6.593680169316215034e-01,6.421396955930215311e-01,6.330047758004485603e-01,9.718683591694459167e-01,-1.027361617175417630e+00,2.000000000000000444e+00
7.054108216432865008e-01,6.619251216951885786e-01,6.440093082177080763e-01,6.296277080828733830e-01,9.631412712338501825e-01,-1.035547628864092129e+00,2.000000000000000444e+00
7.074148296593185670e-01,6.644653213210587328e-01,6.458533779118649232e-01,6.262239433390766052e-01,9.543340773667419175e-01,-1.043669712493646040e+00,2.000000000000000000e+00
7.094188376753506331e-01,6.669883083736919405e-01,6.476718209167968698e-01,6.227936923141811354e-01,9.454471645756837850e-01,-1.051726988812115682e+00,2.000000000000000000e+00
7.114228456913826992e-01,6.694937732181133194e-01,6.494645589971648203e-01,6.193371686348927430e-01,9.364809330223302641e-01,-1.059718576833314829e+00,2.000000000000000444e+00
7.134268537074147654e-01,6.719814040931395560e-01,6.512315195041451510e-01,6.158545888147821668e-01,9.274357961731426458e-01,-1.067643594078421465e+00,2.000000000000000000e+00
7.154308617234468315e-01,6.744508871870241729e-01,6.529726354373531771e-01,6.123461722587677514e-01,9.183121809451559869e-01,-1.075501156823065241e+00,2.000000000000000444e+00
7.174348697394788976e-01,6.769019067155038760e-01,6.546878455054605528e-01,6.088121412667802934e-01,9.091105278465949624e-01,-1.083290380349833049e+00,2.000000000000000444e+00
7.194388777555109638e-01,6.793341450022296613e-01,6.563770941854353280e-01,6.052527210365920007e-01,8.998312911121782998e-01,-1.091010379206078129e+00,2.000000000000000000e+00
7.214428857715430299e-01,6.817472825615613630e-01,6.580403317803347196e-01,6.016681396657933556e-01,8.904749388329105120e-01,-1.098660267466938345e+00,2.000000000000000000e+00
7.234468937875750960e-01,6.841409981837033305e-01,6.596775144755785414e-01,5.980586281529002290e-01,8.810419530801939514e-01,-1.106239159003439720e+00,2.000000000000000000e+00
7.254509018036071621e-01,6.865149690221563628e-01,6.612886043936321290e-01,5.944244203975751484e-01,8.715328300240661186e-01,-1.113746167755580885e+00,2.000000000000000000e+00
7.274549098196392283e-01,6.888688706834579234e-01,6.628735696470282601e-01,5.907657531999463973e-01,8.619480800454106806e-01,-1.121180408010249874e+00,2.000000000000000000e+00
7.294589178356712944e-01,6.912023773191812159e-01,6.644323843896553505e-01,5.870828662590097391e-01,8.522882278419399160e-01,-1.128540994683864263e+00,2.000000000000000000e+00
7.314629258517033605e-01,6.935151617201603669e-01,6.659650288662422035e-01,5.833760021700969967e-01,8.425538125277954871e-01,-1.135827043609578979e+00,2.000000000000000000e+00
7.334669338677354267e-01,6.958068954129071892e-01,6.674714894599672599e-01,5.796454064213971691e-01,8.327453877265952320e-01,-1.143037671828922353e+00,2.000000000000000444e+00
7.354709418837674928e-01,6.980772487581820007e-01,6.689517587381228481e-01,5.758913273895156504e-01,8.228635216577478984e-01,-1.150171997887711184e+00,2.000000000000000000e+00
7.374749498997995589e-01,7.003258910516783065e-01,6.704058354957630472e-01,5.721140163340581175e-01,8.129087972158881570e-01,-1.157229142136084743e+00,2.000000000000000888e+00
7.394789579158316251e-01,7.025524906267796021e-01,6.718337247972662185e-01,5.683137273912250986e-01,8.028818120432656968e-01,-1.164208227032485166e+00,2.000000000000000444e+00
7.414829659318636912e-01,7.047567149593428892e-01,6.732354380157431484e-01,5.644907175664056753e-01,7.927831785949318588e-01,-1.171108377451427929e+00,2.000000000000000000e+00
7.434869739478957573e-01,7.069382307744614957e-01,6.746109928702224146e-01,5.606452467257569960e-01,7.826135241965711531e-01,-1.177928720994875667e+00,2.000000000000000444e+00
7.454909819639278235e-01,7.090967041551571315e-01,6.759604134605446957e-01,5.567775775867592758e-01,7.723734910948294452e-01,-1.184668388307034137e+00,2.000000000000000444e+00
7.474949899799598896e-01,7.112318006529492198e-01,6.772837302999004105e-01,5.528879757077347357e-01,7.620637365000058061e-01,-1.191326513392382491e+00,2.000000000000000888e+00
7.494989979959919557e-01,7.133431854002457717e-01,6.785809803449441846e-01,5.489767094763198241e-01,7.516849326209559257e-01,-1.197902233936738892e+00,2.000000000000000444e+00
7.515030060120240218e-01,7.154305232244985158e-01,6.798522070234221948e-01,5.450440500968823931e-01,7.412377666920793029e-01,-1.204394691631169190e+00,2.000000000000000444e+00
7.535070140280560880e-01,7.174934787640624423e-01,6.810974602592485549e-01,5.410902715768731719e-01,7.307229409922657570e-01,-1.210803032498520837e+00,2.000000000000000444e+00
7.555110220440881541e-01,7.195317165856968122e-01,6.823167964949689024e-01,5.371156507121049861e-01,7.201411728556770253e-01,-1.217126407222376416e+00,2.000000000000000000e+00
7.575150300601202202e-01,7.215449013036434600e-01,6.835102787115504563e-01,5.331204670709508431e-01,7.094931946742382145e-01,-1.223363971478212076e+00,2.000000000000000000e+00
7.595190380761522864e-01,7.235326977002144444e-01,6.846779764454395956e-01,5.291050029774548857e-01,6.987797538917440709e-01,-1.229514886266528162e+00,2.000000000000000000e+00
7.615230460921843525e-01,7.254947708478193258e-01,6.858199658028296675e-01,5.250695434933493333e-01,6.880016129894663823e-01,-1.235578318247731566e+00,2.000000000000000000e+00
7.635270541082164186e-01,7.274307862323605711e-01,6.869363294710820744e-01,5.210143763989730781e-01,6.771595494631582612e-01,-1.241553440078538406e+00,2.000000000000000000e+00
7.655310621242484848e-01,7.293404098779220357e-01,6.880271567272482347e-01,5.169397921730862766e-01,6.662543557913802594e-01,-1.247439430749650802e+00,2.000000000000000000e+00
7.675350701402805509e-01,7.312233084726745824e-01,6.890925434436393493e-01,5.128460839715778263e-01,6.552868393950461723e-01,-1.253235475924477260e+00,2.000000000000000000e+00
7.695390781563125060e-01,7.330791494959197907e-01,6.901325920903941258e-01,5.087335476050629524e-01,6.442578225881393506e-01,-1.258940768278631106e+00,2.000000000000000444e+00
7.715430861723445721e-01,7.349076013461911527e-01,6.911474117349971635e-01,5.046024815153671295e-01,6.331681425194822799e-01,-1.264554507839985797e+00,2.000000000000000000e+00
7.735470941883766383e-01,7.367083334703284914e-01,6.921371180387008160e-01,5.004531867508983378e-01,6.220186511055540990e-01,-1.270075902329001361e+00,2.000000000000000000e+00
7.755511022044087044e-01,7.384810164934429988e-01,6.931018332498087853e-01,4.962859669409025454e-01,6.108102149542579129e-01,-1.275504167499084796e+00,2.000000000000000000e+00
7.775551102204407705e-01,7.402253223496836343e-01,6.940416861937797055e-01,4.921011282686070798e-01,5.995437152796121438e-01,-1.280838527476715116e+00,2.000000000000000444e+00
7.795591182364728366e-01,7.419409244137176174e-01,6.949568122601116338e-01,4.878989794432502247e-01,5.882200478073235095e-01,-1.286078215101068567e+00,2.000000000000000444e+00
7.815631262525049028e-01,7.436274976328335340e-01,6.958473533859729221e-01,4.836798316710003709e-01,5.768401226712178698e-01,-1.291222472262876453e+00,2.000000000000000444e+00
7.835671342685369689e-01,7.452847186595754625e-01,6.967134580365450525e-01,4.794439986247676644e-01,5.654048643004865315e-01,-1.296270550242251129e+00,2.000000000000000000e+00
7.855711422845690350e-01,7.469122659848136392e-01,6.975552811820467936e-01,4.751917964129112604e-01,5.539152112977672182e-01,-1.301221710045198376e+00,2.000000000000000444e+00
7.875751503006011012e-01,7.485098200711567396e-01,6.983729842714133662e-01,4.709235435468478448e-01,5.423721163080305052e-01,-1.306075222738548147e+00,2.000000000000000000e+00
7.895791583166331673e-01,7.500770634866082975e-01,6.991667352026041948e-01,4.666395609075663087e-01,5.307765458782880419e-01,-1.310830369783029470e+00,2.000000000000000000e+00
7.915831663326652334e-01,7.516136810383698963e-01,6.999367082895185943e-01,4.623401717110555142e-01,5.191294803081328846e-01,-1.315486443364205948e+00,2.000000000000000444e+00
7.935871743486972996e-01,7.531193599066909883e-01,7.006830842255001857e-01,4.580257014726524800e-01,5.074319134911372542e-01,-1.320042746721000526e+00,2.000000000000000444e+00
7.955911823647293657e-01,7.545937897786652027e-01,7.014060500434142753e-01,4.536964779703194783e-01,4.956848527471433008e-01,-1.324498594471524182e+00,2.000000000000000444e+00
7.975951903807614318e-01,7.560366629818713324e-01,7.021057990722862074e-01,4.493528312068589270e-01,4.838893186454820139e-01,-1.328853312935935671e+00,2.000000000000000444e+00
7.995991983967934980e-01,7.574476746177566389e-01,7.027825308904911417e-01,4.449950933710768997e-01,4.720463448191732359e-01,-1.333106240456048086e+00,2.000000000000000444e+00
8.016032064128255641e-01,7.588265226946591113e-01,7.034364512754891496e-01,4.406235987979055801e-01,4.601569777701768893e-01,-1.337256727711406024e+00,2.000000000000000444e+00
8.036072144288576302e-01,7.601729082603649879e-01,7.040677721501039654e-01,4.362386839274975392e-01,4.482222766657482649e-01,-1.341304138031555349e+00,2.000000000000000444e+00
8.056112224448896963e-01,7.614865355340966202e-01,7.046767115253448344e-01,4.318406872633039351e-01,4.362433131259966235e-01,-1.345247847704226452e+00,2.000000000000000000e+00
8.076152304609217625e-01,7.627671120378265446e-01,7.052634934397770117e-01,4.274299493291510155e-01,4.242211710027207761e-01,-1.349087246279157659e+00,2.000000000000000000e+00
8.096192384769538286e-01,7.640143487268112876e-01,7.058283478954476831e-01,4.230068126253294092e-01,4.121569461496262243e-01,-1.352821736867283908e+00,2.000000000000000444e+00
8.116232464929858947e-01,7.652279601192405467e-01,7.063715107903792978e-01,4.185716215837119170e-01,4.000517461840422673e-01,-1.356450736435016680e+00,2.000000000000000444e+00
8.136272545090179609e-01,7.664076644248962733e-01,7.068932238476441920e-01,4.141247225219162331e-01,3.879066902402345529e-01,-1.359973676093352513e+00,2.000000000000000444e+00
8.156312625250500270e-01,7.675531836727155222e-01,7.073937345410394872e-01,4.096664635965300283e-01,3.757229087144617341e-01,-1.363390001381535876e+00,2.000000000000000000e+00
8.176352705410820931e-01,7.686642438371530384e-01,7.078732960173836908e-01,4.051971947554167119e-01,3.635015430019006843e-01,-1.366699172545018159e+00,2.000000000000000000e+00
8.196392785571141593e-01,7.697405749632374450e-01,7.083321670154605343e-01,4.007172676891207486e-01,3.512437452255979808e-01,-1.369900664807450763e+00,2.000000000000000444e+00
8.216432865731462254e-01,7.707819112902184466e-01,7.087706117816393592e-01,3.962270357813927335e-01,3.389506779575789941e-01,-1.372993968636460504e+00,2.000000000000000444e+00
8.236472945891782915e-01,7.717879913736996889e-01,7.091888999822032469e-01,3.917268540588548786e-01,3.266235139323158121e-01,-1.375978590002950197e+00,2.000000000000000444e+00
8.256513026052103577e-01,7.727585582061555769e-01,7.095873066124231965e-01,3.872170791398285572e-01,3.142634357526884470e-01,-1.378854050633683270e+00,2.000000000000000000e+00
8.276553106212424238e-01,7.736933593357296912e-01,7.099661119024154310e-01,3.826980691823461123e-01,3.018716355886467695e-01,-1.381619888256909734e+00,2.000000000000000444e+00
8.296593186372744899e-01,7.745921469832136586e-01,7.103256012198273517e-01,3.781701838313704656e-01,2.894493148687591888e-01,-1.384275656840791902e+00,2.000000000000000000e+00
8.316633266533065560e-01,7.754546781571073355e-01,7.106660649693967713e-01,3.736337841652460079e-01,2.769976839648382594e-01,-1.386820926824410272e+00,2.000000000000000888e+00
8.336673346693386222e-01,7.762807147666606067e-01,7.109877984894361624e-01,3.690892326414059177e-01,2.645179618698629276e-01,-1.389255285341111756e+00,2.000000000000000000e+00
8.356713426853706883e-01,7.770700237328016513e-01,7.112911019452943240e-01,3.645368930413609987e-01,2.520113758694029760e-01,-1.391578336433997087e+00,2.000000000000000444e+00
8.376753507014027544e-01,7.778223770968542006e-01,7.115762802198530856e-01,3.599771304149961271e-01,2.394791612067737052e-01,-1.393789701263322023e+00,2.000000000000000444e+00
8.396793587174348206e-01,7.785375521269519705e-01,7.118436428011188921e-01,3.554103110242014529e-01,2.269225607421532509e-01,-1.395889018305618734e+00,2.000000000000000444e+00
8.416833667334668867e-01,7.792153314220567895e-01,7.120935036669732154e-01,3.508368022858652790e-01,2.143428246058974584e-01,-1.397875943544335309e+00,2.000000000000000444e+00
8.436873747494989528e-01,7.798555030134919352e-01,7.123261811671479649e-01,3.462569727142570386e-01,2.017412098463067516e-01,-1.399750150651804192e+00,2.000000000000000000e+00
8.456913827655310190e-01,7.804578604639014205e-01,7.125419979024968375e-01,3.416711918628291267e-01,1.891189800720798342e-01,-1.401511331162362151e+00,2.000000000000000000e+00
8.476953907815630851e-01,7.810222029635514041e-01,7.127412806016346636e-01,3.370798302654666179e-01,1.764774050897276736e-01,-1.403159194636444784e+00,2.000000000000000000e+00
8.496993987975951512e-01,7.815483354238889069e-01,7.129243599950211285e-01,3.324832593772146239e-01,1.638177605362195755e-01,-1.404693468815491286e+00,1.999999999999999778e+00
8.517034068136272174e-01,7.820360685682780089e-01,7.130915706865681436e-01,3.278818515145139334e-01,1.511413275071129825e-01,-1.406113899767507336e+00,2.000000000000000000e+00
8.537074148296592835e-01,7.824852190198350321e-01,7.132432510228523537e-01,3.232759797949755765e-01,1.384493921804574312e-01,-1.407420252023134033e+00,2.000000000000000444e+00
8.557114228456913496e-01,7.828956093862875498e-01,7.133797429600170492e-01,3.186660180767257322e-01,1.257432454367490571e-01,-1.408612308702090532e+00,2.000000000000000000e+00
8.577154308617234157e-01,7.832670683417840563e-01,7.135013919284517447e-01,3.140523408973523445e-01,1.130241824752359764e-01,-1.409689871629857816e+00,2.000000000000000444e+00
8.597194388777554819e-01,7.835994307055849095e-01,7.136085466953377976e-01,3.094353234124861962e-01,1.002935024268475361e-01,-1.410652761444486814e+00,2.000000000000000444e+00
8.617234468937875480e-01,7.838925375175678223e-01,7.137015592251533258e-01,3.048153413340484730e-01,8.755250796405038283e-02,-1.411500817693424059e+00,1.999999999999999778e+00
8.637274549098196141e-01,7.841462361104838408e-01,7.137807845382316829e-01,3.001927708681978446e-01,7.480250490794883300e-02,-1.412233898920251862e+00,1.999999999999999778e+00
8.657314629258516803e-01,7.843603801789039709e-01,7.138465805674701903e-01,2.955679886530101497e-01,6.204480183290610878e-02,-1.412851882741257281e+00,2.000000000000000000e+00
8.677354709418837464e-01,7.845348298447986091e-01,7.138993080132877145e-01,2.909413716959242113e-01,4.928070966900949951e-02,-1.413354665911751740e+00,2.000000000000000444e+00
8.697394789579158125e-01,7.846694517196964869e-01,7.139393301969324535e-01,2.863132973109875357e-01,3.651154130268785547e-02,-1.413742164382070898e+00,2.000000000000000000e+00
8.717434869739478787e-01,7.847641189633726144e-01,7.139670129122421827e-01,2.816841430559353654e-01,2.373861117579382715e-02,-1.414014313343201268e+00,2.000000000000000444e+00
8.737474949899798338e-01,7.848187113390178160e-01,7.139827242759618775e-01,2.770542866691380057e-01,1.096323488346053095e-02,-1.414171067261980941e+00,2.000000000000000000e+00
8.757515030060118999e-01,7.848331152648476694e-01,7.139868345767240720e-01,2.724241060064482856e-01,-1.813271228959293128e-03,-1.414212399905845352e+00,2.000000000000000444e+00
8.777555110220439660e-01,7.848072238621101038e-01,7.139797161227998679e-01,2.677939789779883450e-01,-1.458959046952064756e-02,-1.414138304357084985e+00,1.999999999999999778e+00
8.797595190380760322e-01,7.847409369994561290e-01,7.139617430887291727e-01,2.631642834849037271e-01,-2.736440620360989021e-02,-1.413948793016608585e+00,2.000000000000000444e+00
8.817635270541080983e-01,7.846341613336415000e-01,7.139332913609403031e-01,2.585353973561240748e-01,-4.013640225780960163e-02,-1.413643897597198995e+00,2.000000000000000888e+00
8.837675350701401644e-01,7.844868103465305609e-01,7.138947383824696402e-01,2.539076982851626862e-01,-5.290426332340583682e-02,-1.413223669106276947e+00,2.000000000000000000e+00
8.857715430861722306e-01,7.842988043783781782e-01,7.138464629968934716e-01,2.492815637669895112e-01,-6.566667535921524856e-02,-1.412688177818186341e+00,2.000000000000000444e+00
8.877755511022042967e-01,7.840700706573682233e-01,7.137888452915845949e-01,2.446573710350122832e-01,-7.842232599341183996e-02,-1.412037513236026998e+00,2.000000000000000000e+00
8.897795591182363628e-01,7.838005433253919518e-01,7.137222664404069272e-01,2.400354969981993991e-01,-9.116990492404157542e-02,-1.411271784043081290e+00,2.000000000000000444e+00
8.917835671342684289e-01,7.834901634600536235e-01,7.136471085459613617e-01,2.354163181783789638e-01,-1.039081043179176655e-01,-1.410391118043876846e+00,2.000000000000000000e+00
8.937875751503004951e-01,7.831388790928932586e-01,7.135637544814980027e-01,2.308002106477475279e-01,-1.166356192075632403e-01,-1.409395662094952151e+00,2.000000000000000000e+00
8.957915831663325612e-01,7.827466452238222017e-01,7.134725877326073551e-01,2.261875499666223810e-01,-1.293511478859277197e-01,-1.408285582025390559e+00,2.000000000000000000e+00
8.977955911823646273e-01,7.823134238317696054e-01,7.133739922388061538e-01,2.215787111214705118e-01,-1.420533922985347530e-01,-1.407061062547208197e+00,1.999999999999999778e+00
8.997995991983966935e-01,7.818391838815422767e-01,7.132683522351306316e-01,2.169740684632475713e-01,-1.547410584327771621e-01,-1.405722307155685913e+00,2.000000000000000888e+00
9.018036072144287596e-01,7.813239013269046573e-01,7.131560520938519110e-01,2.123739956460792555e-01,-1.674128567040625570e-01,-1.404269538019744079e+00,2.000000000000000444e+00
9.038076152304608257e-01,7.807675591098889312e-01,7.130374761664265426e-01,2.077788655663179163e-01,-1.800675023385034934e-01,-1.402702995862478819e+00,2.000000000000000000e+00
9.058116232464928919e-01,7.801701471563489143e-01,7.129130086257943200e-01,2.031890503020061245e-01,-1.927037157518739774e-01,-1.401022939831972014e+00,2.000000000000000444e+00
9.078156312625249580e-01,7.795316623677768231e-01,7.127830333091367265e-01,1.986049210527789100e-01,-2.053202229245235377e-01,-1.399229647362513651e+00,2.000000000000000444e+00
9.098196392785570241e-01,7.788521086094029044e-01,7.126479335612060373e-01,1.940268480802359030e-01,-2.179157557720032834e-01,-1.397323414026372390e+00,2.000000000000000444e+00
9.118236472945890903e-01,7.781314966946050182e-01,7.125080920783356531e-01,1.894552006488139373e-01,-2.304890525110901145e-01,-1.395304553376265577e+00,2.000000000000000000e+00
9.138276553106211564e-01,7.773698443656554824e-01,7.123638907532412468e-01,1.848903469671904498e-01,-2.430388580209734417e-01,-1.393173396778685902e+00,2.000000000000000888e+00
9.158316633266532225e-01,7.765671762708390435e-01,7.122157105207199690e-01,1.803326541302472108e-01,-2.555639241993089561e-01,-1.390930293238252125e+00,2.000000000000000000e+00
9.178356713426852886e-01,7.757235239379779435e-01,7.120639312043542946e-01,1.757824880616236651e-01,-2.680630103129171271e-01,-1.388575609213260398e+00,2.000000000000000444e+00
9.198396793587173548e-01,7.748389257444031619e-01,7.119089313643252037e-01,1.712402134568881129e-01,-2.805348833428292776e-01,-1.386109728422618703e+00,2.000000000000000444e+00
9.218436873747494209e-01,7.739134268834153563e-01,7.117510881464389483e-01,1.667061937273549843e-01,-2.929783183234956900e-01,-1.383533051644353362e+00,2.000000000000000444e+00
9.238476953907814870e-01,7.729470793272822382e-01,7.115907771324674336e-01,1.621807909445751317e-01,-3.053920986758663636e-01,-1.380845996505892126e+00,2.000000000000000444e+00
9.258517034068135532e-01,7.719399417868214597e-01,7.114283721919031356e-01,1.576643657855259506e-01,-3.177750165341457489e-01,-1.378048997266325015e+00,2.000000000000000444e+00
9.278557114228456193e-01,7.708920796676218545e-01,7.112642453352254757e-01,1.531572774785271984e-01,-3.301258730659889506e-01,-1.375142504590858294e+00,2.000000000000000444e+00
9.298597194388776854e-01,7.698035650229599902e-01,7.110987665687744652e-01,1.486598837499076009e-01,-3.424434787859342300e-01,-1.372126985317680958e+00,2.000000000000000000e+00
9.318637274549097516e-01,7.686744765034695392e-01,7.109323037513249899e-01,1.441725407714469775e-01,-3.547266538618533693e-01,-1.369002922217470442e+00,2.000000000000000444e+00
9.338677354709418177e-01,7.675048993036261979e-01,7.107652224524521056e-01,1.396956031086172278e-01,-3.669742284142405442e-01,-1.365770813745766477e+00,2.000000000000000444e+00
9.358717434869738838e-01,7.662949251051128785e-01,7.105978858127772746e-01,1.352294236696454655e-01,-3.791850428081270374e-01,-1.362431173788459349e+00,2.000000000000000000e+00
9.378757515030059499e-01,7.650446520171317877e-01,7.104306544061801398e-01,1.307743536554213937e-01,-3.913579479374781345e-01,-1.358984531400621254e+00,2.000000000000000000e+00
9.398797595190380161e-01,7.637541845137337804e-01,7.102638861040606599e-01,1.263307425102700166e-01,-4.034918055018623662e-01,-1.355431430538943882e+00,2.000000000000000444e+00
9.418837675350700822e-01,7.624236333682377076e-01,7.100979359417314285e-01,1.218989378736107382e-01,-4.155854882752538226e-01,-1.351772429788024255e+00,2.000000000000000000e+00
9.438877755511021483e-01,7.610531155848133666e-01,7.099331559870191155e-01,1.174792855325220015e-01,-4.276378803668204887e-01,-1.348008102080760384e+00,2.000000000000000888e+00
9.458917835671342145e-01,7.596427543273059912e-01,7.097698952111497483e-01,1.130721293752307705e-01,-4.396478774735261830e-01,-1.344139034413115885e+00,2.000000000000000000e+00
9.478957915831662806e-01,7.581926788453814403e-01,7.096084993619906633e-01,1.086778113455446060e-01,-4.516143871244592822e-01,-1.340165827553515543e+00,2.000000000000000000e+00
9.498997995991983467e-01,7.567030243980722437e-01,7.094493108397182946e-01,1.042966713982435567e-01,-4.635363289166988809e-01,-1.336089095747147404e+00,2.000000000000000000e+00
9.519038076152304129e-01,7.551739321748083267e-01,7.092926685749787463e-01,9.992904745544808898e-02,-4.754126347426734234e-01,-1.331909466415427845e+00,2.000000000000000444e+00
9.539078156312624790e-01,7.536055492140166789e-01,7.091389079096037662e-01,9.557527536397850132e-02,-4.872422490088546554e-01,-1.327627579850913397e+00,2.000000000000000000e+00
9.559118236472945451e-01,7.519980283193768988e-01,7.089883604799437355e-01,9.123568885372017323e-02,-4.990241288457110680e-01,-1.323244088907930660e+00,2.000000000000000444e+00
9.579158316633266113e-01,7.503515279738195431e-01,7.088413541028737441e-01,8.691061949700834566e-02,-5.107572443088351788e-01,-1.318759658689196090e+00,2.000000000000000000e+00
9.599198396793586774e-01,7.486662122513576545e-01,7.086982126645271496e-01,8.260039666904495093e-02,-5.224405785711617733e-01,-1.314174966228709662e+00,2.000000000000000444e+00
9.619238476953907435e-01,7.469422507268407285e-01,7.085592560118082472e-01,7.830534750935938537e-02,-5.340731281062056635e-01,-1.309490700171197286e+00,2.000000000000000000e+00
9.639278557114228096e-01,7.451798183837238243e-01,7.084247998467304575e-01,7.402579688432400773e-02,-5.456539028622829912e-01,-1.304707560448378212e+00,2.000000000000000000e+00
